Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),HeartRate (bpm),BloodOxygen (Sp02),BodyTemp (Celcius)
681,1620317742198,42.0,96.0,26.0
682,1620317742198,42.0,96.0,26.0
683,1620317742198,42.0,96.0,26.0
684,1620317742198,42.0,96.0,26.0
685,1620317742198,42.0,96.0,26.0
686,1620317742198,42.0,96.0,26.0
687,1620317742198,42.0,96.0,26.0
688,1620317742198,42.0,96.0,26.0
689,1620317742198,42.0,96.0,26.0
690,1620317742198,42.0,96.0,26.0
691,1620317742198,42.0,96.0,26.0
692,1620317742198,42.0,96.0,26.0
693,1620317742198,42.0,96.0,26.0
694,1620317742198,42.0,96.0,26.0
695,1620317742198,42.0,96.0,26.0
696,1620317742198,42.0,96.0,26.0
697,1620317742198,42.0,96.0,26.0
698,1620317742198,42.0,96.0,26.0
699,1620317742198,42.0,96.0,26.0
700,1620317742198,42.0,96.0,26.0
701,1620317742198,42.0,96.0,26.0
702,1620317742198,42.0,96.0,26.0
703,1620317742198,42.0,96.0,26.0
704,1620317742198,42.0,96.0,26.0
705,1620317742198,42.0,96.0,26.0
706,1620317742198,42.0,96.0,26.0
707,1620317742199,42.0,96.0,26.0
708,1620317742199,42.0,96.0,26.0
709,1620317742199,42.0,96.0,26.0
710,1620317742199,42.0,96.0,26.0
711,1620317742199,42.0,96.0,26.0
712,1620317742199,42.0,96.0,26.0
713,1620317742199,42.0,96.0,26.0
714,1620317742199,42.0,96.0,26.0
715,1620317742199,42.0,96.0,26.0
716,1620317742199,42.0,96.0,26.0
717,1620317742199,42.0,96.0,26.0
718,1620317742199,42.0,96.0,26.0
719,1620317742199,42.0,96.0,26.0
720,1620317742199,42.0,96.0,26.0
721,1620317742199,42.0,96.0,26.0
722,1620317742199,42.0,96.0,26.0
723,1620317742199,42.0,96.0,26.0
724,1620317742199,42.0,96.0,26.0
725,1620317742199,42.0,96.0,26.0
726,1620317742199,42.0,96.0,26.0
727,1620317742199,42.0,96.0,26.0
728,1620317742199,42.0,96.0,26.0
729,1620317742199,42.0,96.0,26.0
730,1620317742199,42.0,96.0,26.0
731,1620317742199,42.0,96.0,26.0
732,1620317742199,42.0,96.0,26.0
733,1620317742199,42.0,96.0,26.0
734,1620317742199,42.0,96.0,26.0
735,1620317742199,42.0,96.0,26.0
736,1620317742199,42.0,96.0,26.0
737,1620317742199,42.0,96.0,26.0
738,1620317742199,42.0,96.0,26.0
739,1620317742199,42.0,96.0,26.0
740,1620317742199,42.0,96.0,26.0
741,1620317742199,42.0,96.0,26.0
742,1620317742199,42.0,96.0,26.0
743,1620317742199,42.0,96.0,26.0
744,1620317742199,42.0,96.0,26.0
745,1620317742199,42.0,96.0,26.0
746,1620317742199,42.0,96.0,26.0
747,1620317742199,42.0,96.0,26.0
748,1620317742199,42.0,96.0,26.0
749,1620317742199,42.0,96.0,26.0
750,1620317742199,42.0,96.0,26.0
751,1620317742199,42.0,96.0,26.0
752,1620317742199,42.0,96.0,26.0
753,1620317742199,42.0,96.0,26.0
754,1620317742199,42.0,96.0,26.0
755,1620317742199,42.0,96.0,26.0
756,1620317742199,42.0,96.0,26.0
757,1620317742199,42.0,96.0,26.0
758,1620317742199,42.0,96.0,26.0
759,1620317742199,42.0,96.0,26.0
760,1620317742199,42.0,96.0,26.0
761,1620317742199,42.0,96.0,26.0
762,1620317742199,42.0,96.0,26.0
763,1620317742199,42.0,96.0,26.0
764,1620317742199,42.0,96.0,26.0
765,1620317742199,42.0,96.0,26.0
766,1620317742199,42.0,96.0,26.0
767,1620317742199,42.0,96.0,26.0
768,1620317742200,42.0,96.0,26.0
769,1620317742200,42.0,96.0,26.0
770,1620317742200,42.0,96.0,26.0
771,1620317742200,42.0,96.0,26.0
772,1620317742200,42.0,96.0,26.0
773,1620317742200,42.0,96.0,26.0
774,1620317742200,42.0,96.0,26.0
775,1620317742200,42.0,96.0,26.0
776,1620317742200,42.0,96.0,26.0
777,1620317742200,42.0,96.0,26.0
778,1620317742200,42.0,96.0,26.0
779,1620317742200,42.0,96.0,26.0
780,1620317742200,42.0,96.0,26.0
781,1620317742200,42.0,96.0,26.0
782,1620317742200,42.0,96.0,26.0
783,1620317742200,42.0,96.0,26.0
784,1620317742200,42.0,96.0,26.0
785,1620317742200,42.0,96.0,26.0
786,1620317742200,42.0,96.0,26.0
787,1620317742200,42.0,96.0,26.0
788,1620317742200,42.0,96.0,26.0
789,1620317742200,42.0,96.0,26.0
790,1620317742200,42.0,96.0,26.0
791,1620317742200,42.0,96.0,26.0
792,1620317742200,42.0,96.0,26.0
793,1620317742200,42.0,96.0,26.0
794,1620317742200,42.0,96.0,26.0
795,1620317742200,42.0,96.0,26.0
796,1620317742200,42.0,96.0,26.0
797,1620317742200,42.0,96.0,26.0
798,1620317742200,42.0,96.0,26.0
799,1620317742200,42.0,96.0,26.0
800,1620317742200,42.0,96.0,26.0
801,1620317742200,42.0,96.0,26.0
802,1620317742200,42.0,96.0,26.0
803,1620317742200,42.0,96.0,26.0
804,1620317742200,42.0,96.0,26.0
805,1620317742200,42.0,96.0,26.0
806,1620317742200,42.0,96.0,26.0
807,1620317742200,42.0,96.0,26.0
808,1620317742200,42.0,96.0,26.0
809,1620317742200,42.0,96.0,26.0
810,1620317742200,42.0,96.0,26.0
811,1620317742200,42.0,96.0,26.0
812,1620317742200,42.0,96.0,26.0
813,1620317742200,42.0,96.0,26.0
814,1620317742200,42.0,96.0,26.0
815,1620317742200,42.0,96.0,26.0
816,1620317742200,42.0,96.0,26.0
817,1620317742200,42.0,96.0,26.0
818,1620317742200,42.0,96.0,26.0
819,1620317742201,42.0,96.0,26.0
820,1620317742201,42.0,96.0,26.0
821,1620317742201,42.0,96.0,26.0
822,1620317742201,42.0,96.0,26.0
823,1620317742708,42.0,96.0,26.0
824,1620317742708,42.0,96.0,26.0
825,1620317742708,42.0,96.0,26.0
826,1620317742708,42.0,96.0,26.0
827,1620317742708,42.0,96.0,26.0
828,1620317742708,42.0,96.0,26.0
829,1620317742708,42.0,96.0,26.0
830,1620317742708,42.0,96.0,26.0
831,1620317742708,42.0,96.0,26.0
832,1620317742708,42.0,96.0,26.0
833,1620317742708,42.0,96.0,26.0
834,1620317742708,42.0,96.0,26.0
835,1620317742708,42.0,96.0,26.0
836,1620317742708,42.0,96.0,26.0
837,1620317742708,42.0,96.0,26.0
838,1620317742708,42.0,96.0,26.0
839,1620317742708,42.0,96.0,26.0
840,1620317742708,42.0,96.0,26.0
841,1620317742708,42.0,96.0,26.0
842,1620317742708,42.0,96.0,26.0
843,1620317742708,42.0,96.0,26.0
844,1620317742708,42.0,96.0,26.0
845,1620317742708,42.0,96.0,26.0
846,1620317742708,42.0,96.0,26.0
847,1620317742708,42.0,96.0,26.0
848,1620317742708,42.0,96.0,26.0
849,1620317742708,42.0,96.0,26.0
850,1620317742708,42.0,96.0,26.0
851,1620317742708,42.0,96.0,26.0
852,1620317742708,42.0,96.0,26.0
853,1620317742708,42.0,96.0,26.0
854,1620317742708,42.0,96.0,26.0
855,1620317742708,42.0,96.0,26.0
856,1620317742708,42.0,96.0,26.0
857,1620317742708,42.0,96.0,26.0
858,1620317742708,42.0,96.0,26.0
859,1620317742708,42.0,96.0,26.0
860,1620317742708,42.0,96.0,26.0
861,1620317742708,42.0,96.0,26.0
862,1620317742708,42.0,96.0,26.0
863,1620317742708,42.0,96.0,26.0
864,1620317742708,42.0,96.0,26.0
865,1620317742708,42.0,96.0,26.0
866,1620317742708,42.0,96.0,26.0
867,1620317742708,42.0,96.0,26.0
868,1620317742708,42.0,96.0,26.0
869,1620317742708,42.0,96.0,26.0
870,1620317742708,42.0,96.0,26.0
871,1620317742708,42.0,96.0,26.0
872,1620317742708,42.0,96.0,26.0
873,1620317742708,42.0,96.0,26.0
874,1620317742708,42.0,96.0,26.0
875,1620317742708,42.0,96.0,26.0
876,1620317742708,42.0,96.0,26.0
877,1620317742708,42.0,96.0,26.0
878,1620317742708,42.0,96.0,26.0
879,1620317742708,42.0,96.0,26.0
880,1620317742708,42.0,96.0,26.0
881,1620317742708,42.0,96.0,26.0
882,1620317742708,42.0,96.0,26.0
883,1620317742708,42.0,96.0,26.0
884,1620317742708,42.0,96.0,26.0
885,1620317742708,42.0,96.0,26.0
886,1620317742708,42.0,96.0,26.0
887,1620317742708,42.0,96.0,26.0
888,1620317742722,42.0,96.0,26.0
889,1620317742722,42.0,96.0,26.0
890,1620317742722,42.0,96.0,26.0
891,1620317742722,42.0,96.0,26.0
892,1620317742722,42.0,96.0,26.0
893,1620317742722,42.0,96.0,26.0
894,1620317742722,42.0,96.0,26.0
895,1620317742722,42.0,96.0,26.0
896,1620317742722,42.0,96.0,26.0
897,1620317742722,42.0,96.0,26.0
898,1620317742722,42.0,96.0,26.0
899,1620317742722,42.0,96.0,26.0
900,1620317742722,42.0,96.0,26.0
901,1620317742722,42.0,96.0,26.0
902,1620317742722,42.0,96.0,26.0
903,1620317742722,42.0,96.0,26.0
904,1620317742722,42.0,96.0,26.0
905,1620317742722,42.0,96.0,26.0
906,1620317742722,42.0,96.0,26.0
907,1620317742722,42.0,96.0,26.0
908,1620317742722,42.0,96.0,26.0
909,1620317742722,42.0,96.0,26.0
910,1620317742722,42.0,96.0,26.0
911,1620317742722,42.0,96.0,26.0
912,1620317742722,42.0,96.0,26.0
913,1620317742722,42.0,96.0,26.0
914,1620317742722,42.0,96.0,26.0
915,1620317742722,42.0,96.0,26.0
916,1620317742722,42.0,96.0,26.0
917,1620317742722,42.0,96.0,26.0
918,1620317742722,42.0,96.0,26.0
919,1620317742722,42.0,96.0,26.0
920,1620317742722,42.0,96.0,26.0
921,1620317742722,42.0,96.0,26.0
922,1620317742722,42.0,96.0,26.0
923,1620317742722,42.0,96.0,26.0
924,1620317742722,42.0,96.0,26.0
925,1620317742722,42.0,96.0,26.0
926,1620317742722,42.0,96.0,26.0
927,1620317742722,42.0,96.0,26.0
928,1620317742722,42.0,96.0,26.0
929,1620317742722,42.0,96.0,26.0
930,1620317742722,42.0,96.0,26.0
931,1620317742722,42.0,96.0,26.0
932,1620317742722,42.0,96.0,26.0
933,1620317742722,42.0,96.0,26.0
934,1620317742722,42.0,96.0,26.0
935,1620317742722,42.0,96.0,26.0
936,1620317742722,42.0,96.0,26.0
937,1620317742722,42.0,96.0,26.0
938,1620317742722,42.0,96.0,26.0
939,1620317742722,42.0,96.0,26.0
940,1620317742722,42.0,96.0,26.0
941,1620317742722,42.0,96.0,26.0
942,1620317742722,42.0,96.0,26.0
943,1620317742722,42.0,96.0,26.0
944,1620317742722,42.0,96.0,26.0
945,1620317742722,42.0,96.0,26.0
946,1620317742722,42.0,96.0,26.0
947,1620317742722,42.0,96.0,26.0
948,1620317742722,42.0,96.0,26.0
949,1620317742722,42.0,96.0,26.0
950,1620317742722,42.0,96.0,26.0
951,1620317742722,42.0,96.0,26.0
952,1620317742722,42.0,96.0,26.0
953,1620317742735,42.0,96.0,26.0
954,1620317742735,42.0,96.0,26.0
955,1620317742735,42.0,96.0,26.0
956,1620317742735,42.0,96.0,26.0
957,1620317742735,42.0,96.0,26.0
958,1620317742735,42.0,96.0,26.0
959,1620317742735,42.0,96.0,26.0
960,1620317742735,42.0,96.0,26.0
961,1620317742735,42.0,96.0,26.0
962,1620317742735,42.0,96.0,26.0
963,1620317742735,42.0,96.0,26.0
964,1620317742735,42.0,96.0,26.0
965,1620317742735,42.0,96.0,26.0
966,1620317742735,42.0,96.0,26.0
967,1620317742735,42.0,96.0,26.0
968,1620317742735,42.0,96.0,26.0
969,1620317742735,42.0,96.0,26.0
970,1620317742735,42.0,96.0,26.0
971,1620317742735,42.0,96.0,26.0
972,1620317742735,42.0,96.0,26.0
973,1620317742735,42.0,96.0,26.0
974,1620317742735,42.0,96.0,26.0
975,1620317742735,42.0,96.0,26.0
976,1620317742735,42.0,96.0,26.0
977,1620317742735,42.0,96.0,26.0
978,1620317742735,42.0,96.0,26.0
979,1620317742735,42.0,96.0,26.0
980,1620317742735,42.0,96.0,26.0
981,1620317742735,42.0,96.0,26.0
982,1620317742735,42.0,96.0,26.0
983,1620317742735,42.0,96.0,26.0
984,1620317742735,42.0,96.0,26.0
985,1620317742735,42.0,96.0,26.0
986,1620317742735,42.0,96.0,26.0
987,1620317742735,42.0,96.0,26.0
988,1620317742735,42.0,96.0,26.0
989,1620317742735,42.0,96.0,26.0
990,1620317742735,42.0,96.0,26.0
991,1620317742735,42.0,96.0,26.0
992,1620317742735,42.0,96.0,26.0
993,1620317742735,42.0,96.0,26.0
994,1620317742735,42.0,96.0,26.0
995,1620317742735,42.0,96.0,26.0
996,1620317742735,42.0,96.0,26.0
997,1620317742735,42.0,96.0,26.0
998,1620317742735,42.0,96.0,26.0
999,1620317742735,42.0,96.0,26.0
1000,1620317742735,42.0,96.0,26.0
1001,1620317742735,42.0,96.0,26.0
1002,1620317742735,42.0,96.0,26.0
1003,1620317742735,42.0,96.0,26.0
1004,1620317742735,42.0,96.0,26.0
1005,1620317742735,42.0,96.0,26.0
1006,1620317742735,42.0,96.0,26.0
1007,1620317742735,42.0,96.0,26.0
1008,1620317742735,42.0,96.0,26.0
1009,1620317742735,42.0,96.0,26.0
1010,1620317742735,42.0,96.0,26.0
1011,1620317742735,42.0,96.0,26.0
1012,1620317742735,42.0,96.0,26.0
1013,1620317742735,42.0,96.0,26.0
1014,1620317742735,42.0,96.0,26.0
1015,1620317742747,7.0,98.0,27.0
1016,1620317742747,57.0,98.0,27.0
1017,1620317742747,57.0,98.0,27.0
1018,1620317742747,57.0,98.0,27.0
1019,1620317742747,57.0,98.0,27.0
1020,1620317742747,57.0,98.0,27.0
1021,1620317742747,57.0,98.0,27.0
1022,1620317742747,57.0,98.0,27.0
1023,1620317742747,57.0,98.0,27.0
1024,1620317742747,57.0,98.0,27.0
1025,1620317742747,57.0,98.0,27.0
1026,1620317742747,57.0,98.0,27.0
1027,1620317742747,57.0,98.0,27.0
1028,1620317742747,57.0,98.0,27.0
1029,1620317742747,57.0,98.0,27.0
1030,1620317742747,57.0,98.0,27.0
1031,1620317742747,57.0,98.0,27.0
1032,1620317742747,57.0,98.0,27.0
1033,1620317742747,57.0,98.0,27.0
1034,1620317742747,57.0,98.0,27.0
1035,1620317742747,57.0,98.0,27.0
1036,1620317742747,57.0,98.0,27.0
1037,1620317742747,57.0,98.0,27.0
1038,1620317742747,57.0,98.0,27.0
1039,1620317742747,57.0,98.0,27.0
1040,1620317742747,57.0,98.0,27.0
1041,1620317742747,57.0,98.0,27.0
1042,1620317742747,57.0,98.0,27.0
1043,1620317742747,57.0,98.0,27.0
1044,1620317742747,57.0,98.0,27.0
1045,1620317742747,57.0,98.0,27.0
1046,1620317742747,57.0,98.0,27.0
1047,1620317742747,57.0,98.0,27.0
1048,1620317742747,57.0,98.0,27.0
1049,1620317742747,57.0,98.0,27.0
1050,1620317742747,57.0,98.0,27.0
1051,1620317742747,57.0,98.0,27.0
1052,1620317742747,57.0,98.0,27.0
1053,1620317742747,57.0,98.0,27.0
1054,1620317742747,57.0,98.0,27.0
1055,1620317742747,57.0,98.0,27.0
1056,1620317742747,57.0,98.0,27.0
1057,1620317742747,57.0,98.0,27.0
1058,1620317742747,57.0,98.0,27.0
1059,1620317742747,57.0,98.0,27.0
1060,1620317742747,57.0,98.0,27.0
1061,1620317742747,57.0,98.0,27.0
1062,1620317742747,57.0,98.0,27.0
1063,1620317742747,57.0,98.0,27.0
1064,1620317742747,57.0,98.0,27.0
1065,1620317742747,57.0,98.0,27.0
1066,1620317742747,57.0,98.0,27.0
1067,1620317742747,57.0,98.0,27.0
1068,1620317742747,57.0,98.0,27.0
1069,1620317742747,57.0,98.0,27.0
1070,1620317742747,57.0,98.0,27.0
1071,1620317742747,57.0,98.0,27.0
1072,1620317742747,57.0,98.0,27.0
1073,1620317742747,57.0,98.0,27.0
1074,1620317742747,57.0,98.0,27.0
1075,1620317742747,57.0,98.0,27.0
1076,1620317742747,57.0,98.0,27.0
1077,1620317742747,57.0,98.0,27.0
1078,1620317742747,57.0,98.0,27.0
1079,1620317742747,57.0,98.0,27.0
1080,1620317742747,57.0,98.0,27.0
1081,1620317742747,57.0,98.0,27.0
1082,1620317742747,57.0,98.0,27.0
1083,1620317742747,57.0,98.0,27.0
1084,1620317742747,57.0,98.0,27.0
1085,1620317742747,57.0,98.0,27.0
1086,1620317742747,57.0,98.0,27.0
1087,1620317742747,57.0,98.0,27.0
1088,1620317742747,57.0,98.0,27.0
1089,1620317742747,57.0,98.0,27.0
1090,1620317742747,57.0,98.0,27.0
1091,1620317742747,57.0,98.0,27.0
1092,1620317742747,57.0,98.0,27.0
1093,1620317742747,57.0,98.0,27.0
1094,1620317742747,57.0,98.0,27.0
1095,1620317742747,57.0,98.0,27.0
1096,1620317742747,57.0,98.0,27.0
1097,1620317742747,57.0,98.0,27.0
1098,1620317742747,57.0,98.0,27.0
1099,1620317742747,57.0,98.0,27.0
1100,1620317742747,57.0,98.0,27.0
1101,1620317742747,57.0,98.0,27.0
1102,1620317742747,57.0,98.0,27.0
1103,1620317742747,57.0,98.0,27.0
1104,1620317742747,57.0,98.0,27.0
1105,1620317742747,57.0,98.0,27.0
1106,1620317742747,57.0,98.0,27.0
1107,1620317742747,57.0,98.0,27.0
1108,1620317742747,57.0,98.0,27.0
1109,1620317742747,57.0,98.0,27.0
1110,1620317742747,57.0,98.0,27.0
1111,1620317742747,57.0,98.0,27.0
1112,1620317742747,57.0,98.0,27.0
1113,1620317742747,57.0,98.0,27.0
1114,1620317742747,57.0,98.0,27.0
1115,1620317742747,57.0,98.0,27.0
1116,1620317742747,57.0,98.0,27.0
1117,1620317742747,57.0,98.0,27.0
1118,1620317742747,57.0,98.0,27.0
1119,1620317742747,57.0,98.0,27.0
1120,1620317742747,57.0,98.0,27.0
1121,1620317742747,57.0,98.0,27.0
1122,1620317742747,57.0,98.0,27.0
1123,1620317742747,57.0,98.0,27.0
1124,1620317742747,57.0,98.0,27.0
1125,1620317742747,57.0,98.0,27.0
1126,1620317742747,57.0,98.0,27.0
1127,1620317742747,57.0,98.0,27.0
1128,1620317742747,57.0,98.0,27.0
1129,1620317742747,57.0,98.0,27.0
1130,1620317742747,57.0,98.0,27.0
1131,1620317742747,57.0,98.0,27.0
1132,1620317742747,57.0,98.0,27.0
1133,1620317742747,57.0,98.0,27.0
1134,1620317742747,57.0,98.0,27.0
1135,1620317742747,57.0,98.0,27.0
1136,1620317742747,57.0,98.0,27.0
1137,1620317742747,57.0,98.0,27.0
1138,1620317742747,57.0,98.0,27.0
1139,1620317742747,57.0,98.0,27.0
1140,1620317742747,57.0,98.0,27.0
1141,1620317742747,57.0,98.0,27.0
1142,1620317742747,57.0,98.0,27.0
1143,1620317742747,57.0,98.0,27.0
1144,1620317742747,57.0,98.0,27.0
1145,1620317742763,57.0,98.0,27.0
1146,1620317742763,57.0,98.0,27.0
1147,1620317742763,57.0,98.0,27.0
1148,1620317742763,57.0,98.0,27.0
1149,1620317742763,57.0,98.0,27.0
1150,1620317742763,57.0,98.0,27.0
1151,1620317742763,57.0,98.0,27.0
1152,1620317742763,57.0,98.0,27.0
1153,1620317742763,57.0,98.0,27.0
1154,1620317742763,57.0,98.0,27.0
1155,1620317742763,57.0,98.0,27.0
1156,1620317742763,57.0,98.0,27.0
1157,1620317742763,57.0,98.0,27.0
1158,1620317742763,57.0,98.0,27.0
1159,1620317742763,57.0,98.0,27.0
1160,1620317742763,57.0,98.0,27.0
1161,1620317742763,57.0,98.0,27.0
1162,1620317742763,57.0,98.0,27.0
1163,1620317742763,57.0,98.0,27.0
1164,1620317742763,57.0,98.0,27.0
1165,1620317742763,57.0,98.0,27.0
1166,1620317742763,57.0,98.0,27.0
1167,1620317742763,57.0,98.0,27.0
1168,1620317742763,57.0,98.0,27.0
1169,1620317742763,57.0,98.0,27.0
1170,1620317742763,57.0,98.0,27.0
1171,1620317742763,57.0,98.0,27.0
1172,1620317742763,57.0,98.0,27.0
1173,1620317742763,57.0,98.0,27.0
1174,1620317742763,57.0,98.0,27.0
1175,1620317742763,57.0,98.0,27.0
1176,1620317742763,57.0,98.0,27.0
1177,1620317742763,57.0,98.0,27.0
1178,1620317742763,57.0,98.0,27.0
1179,1620317742763,57.0,98.0,27.0
1180,1620317742763,57.0,98.0,27.0
1181,1620317742763,57.0,98.0,27.0
1182,1620317742763,57.0,98.0,27.0
1183,1620317742763,57.0,98.0,27.0
1184,1620317742763,57.0,98.0,27.0
1185,1620317742763,57.0,98.0,27.0
1186,1620317742763,57.0,98.0,27.0
1187,1620317742763,57.0,98.0,27.0
1188,1620317742763,57.0,98.0,27.0
1189,1620317742763,57.0,98.0,27.0
1190,1620317742763,57.0,98.0,27.0
1191,1620317742763,57.0,98.0,27.0
1192,1620317742763,57.0,98.0,27.0
1193,1620317742763,57.0,98.0,27.0
1194,1620317742763,57.0,98.0,27.0
1195,1620317742763,57.0,98.0,27.0
1196,1620317742763,57.0,98.0,27.0
1197,1620317742763,57.0,98.0,27.0
1198,1620317742763,57.0,98.0,27.0
1199,1620317742763,57.0,98.0,27.0
1200,1620317742763,57.0,98.0,27.0
1201,1620317742763,57.0,98.0,27.0
1202,1620317742763,57.0,98.0,27.0
1203,1620317742763,57.0,98.0,27.0
1204,1620317742763,57.0,98.0,27.0
1205,1620317742763,57.0,98.0,27.0
1206,1620317742763,57.0,98.0,27.0
1207,1620317742777,57.0,98.0,27.0
1208,1620317742777,57.0,98.0,27.0
1209,1620317742777,57.0,98.0,27.0
1210,1620317742777,57.0,98.0,27.0
1211,1620317742777,57.0,98.0,27.0
1212,1620317742777,57.0,98.0,27.0
1213,1620317742777,57.0,98.0,27.0
1214,1620317742777,57.0,98.0,27.0
1215,1620317742777,57.0,98.0,27.0
1216,1620317742777,57.0,98.0,27.0
1217,1620317742777,57.0,98.0,27.0
1218,1620317742777,57.0,98.0,27.0
1219,1620317742777,57.0,98.0,27.0
1220,1620317742777,57.0,98.0,27.0
1221,1620317742777,57.0,98.0,27.0
1222,1620317742777,57.0,98.0,27.0
1223,1620317742777,57.0,98.0,27.0
1224,1620317742777,57.0,98.0,27.0
1225,1620317742777,57.0,98.0,27.0
1226,1620317742777,57.0,98.0,27.0
1227,1620317742777,57.0,98.0,27.0
1228,1620317742777,57.0,98.0,27.0
1229,1620317742777,57.0,98.0,27.0
1230,1620317742777,57.0,98.0,27.0
1231,1620317742777,57.0,98.0,27.0
1232,1620317742777,57.0,98.0,27.0
1233,1620317742777,57.0,98.0,27.0
1234,1620317742777,57.0,98.0,27.0
1235,1620317742777,57.0,98.0,27.0
1236,1620317742777,57.0,98.0,27.0
1237,1620317742777,57.0,98.0,27.0
1238,1620317742777,57.0,98.0,27.0
1239,1620317742777,57.0,98.0,27.0
1240,1620317742777,57.0,98.0,27.0
1241,1620317742777,57.0,98.0,27.0
1242,1620317742777,57.0,98.0,27.0
1243,1620317742777,57.0,98.0,27.0
1244,1620317742777,57.0,98.0,27.0
1245,1620317742777,57.0,98.0,27.0
1246,1620317742777,57.0,98.0,27.0
1247,1620317742777,57.0,98.0,27.0
1248,1620317742777,57.0,98.0,27.0
1249,1620317742777,57.0,98.0,27.0
1250,1620317742777,57.0,98.0,27.0
1251,1620317742777,57.0,98.0,27.0
1252,1620317742777,57.0,98.0,27.0
1253,1620317742777,57.0,98.0,27.0
1254,1620317742777,57.0,98.0,27.0
1255,1620317742777,57.0,98.0,27.0
1256,1620317742777,57.0,98.0,27.0
1257,1620317742777,57.0,98.0,27.0
1258,1620317742777,57.0,98.0,27.0
1259,1620317742777,57.0,98.0,27.0
1260,1620317742777,57.0,98.0,27.0
1261,1620317742777,57.0,98.0,27.0
1262,1620317742777,57.0,98.0,27.0
1263,1620317742777,57.0,98.0,27.0
1264,1620317742777,57.0,98.0,27.0
1265,1620317742777,57.0,98.0,27.0
1266,1620317742777,57.0,98.0,27.0
1267,1620317742777,57.0,98.0,27.0
1268,1620317742777,57.0,98.0,27.0
1269,1620317742777,57.0,98.0,27.0
1270,1620317742777,57.0,98.0,27.0
1271,1620317742777,57.0,98.0,27.0
1272,1620317742785,57.0,98.0,27.0
1273,1620317742785,57.0,98.0,27.0
1274,1620317742785,57.0,98.0,27.0
1275,1620317742785,57.0,98.0,27.0
1276,1620317742785,57.0,98.0,27.0
1277,1620317742785,57.0,98.0,27.0
1278,1620317742785,57.0,98.0,27.0
1279,1620317742785,57.0,98.0,27.0
1280,1620317742785,57.0,98.0,27.0
1281,1620317742785,57.0,98.0,27.0
1282,1620317742785,57.0,98.0,27.0
1283,1620317742785,58.0,98.0,27.0
1284,1620317742785,58.0,98.0,27.0
1285,1620317742785,58.0,98.0,27.0
1286,1620317742785,58.0,98.0,27.0
1287,1620317742785,58.0,98.0,27.0
1288,1620317742785,58.0,98.0,27.0
1289,1620317742785,58.0,98.0,27.0
1290,1620317742785,58.0,98.0,27.0
1291,1620317742785,58.0,98.0,27.0
1292,1620317742785,58.0,98.0,27.0
1293,1620317742785,58.0,98.0,27.0
1294,1620317742785,58.0,98.0,27.0
1295,1620317742785,58.0,98.0,27.0
1296,1620317742785,58.0,98.0,27.0
1297,1620317742785,58.0,98.0,27.0
1298,1620317742785,58.0,98.0,27.0
1299,1620317742785,58.0,98.0,27.0
1300,1620317742785,58.0,98.0,27.0
1301,1620317742785,58.0,98.0,27.0
1302,1620317742785,58.0,98.0,27.0
1303,1620317742785,58.0,98.0,27.0
1304,1620317742785,58.0,98.0,27.0
1305,1620317742785,58.0,98.0,27.0
1306,1620317742785,58.0,98.0,27.0
1307,1620317742785,58.0,98.0,27.0
1308,1620317742785,58.0,98.0,27.0
1309,1620317742785,58.0,98.0,27.0
1310,1620317742785,58.0,98.0,27.0
1311,1620317742785,58.0,98.0,27.0
1312,1620317742785,58.0,98.0,27.0
1313,1620317742785,58.0,98.0,27.0
